# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 27 15:29:26 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and discoverymethod like '%transit%'
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_bmassestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
NGTS-2 b,NGTS-2,1,1,1,Transit,2018,Paranal Observatory,Published Confirmed,0,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,4.51116400,0.00006100,-0.00006100,0,0.063000,0.002400,-0.003000,0,17.878,0.527,-0.504,0,1.595,0.047,-0.045,0,235.19420,41.31790,-38.13960,0,0.74000,0.13000,-0.12000,0,Mass,0.000000,,,0,,,,,1468,45,-42,0,0,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,F5 V,6478.00,94.00,-89.00,0,1.70,0.05,-0.04,0,1.64,0.19,-0.22,0,-0.060,0.090,-0.090,0,[Fe/H],4.20,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m29.46s,215.1227617,-31d12m07.45s,-31.2020698,356.3910000,8.2000000,-7.8450000,10.7890000,0.0090000,-0.0090000,9.7990000,0.0230000,-0.0230000,10.8605000,0.0005050,-0.0005050,2018-10-05,2018-12,2018-10-04
NGTS-20 b,NGTS-20,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,54.18915000,0.00015000,-0.00015000,0,0.313000,0.013000,-0.013000,0,11.994,0.448,-0.448,0,1.070,0.040,-0.040,0,947.12865,50.85255,-47.67426,0,2.98000,0.16000,-0.15000,0,Mass,0.432000,0.023000,-0.023000,0,,,,,688,14,-13,0,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,G1 IV,5980.00,80.00,-80.00,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,0.150,0.080,-0.080,0,[Fe/H],3.80,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h05m10.23s,46.2926368,-21d56m01.13s,-21.9336472,382.8980000,7.4330000,-7.1590000,11.2330000,0.0110000,-0.0110000,9.8300000,0.0190000,-0.0190000,11.0313000,0.0004040,-0.0004040,2022-07-12,2022-07,2022-07-12
NGTS-21 b,NGTS-21,1,1,1,Transit,2022,Paranal Observatory,Published Confirmed,0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,1.54338970,0.00000160,-0.00000160,0,0.023600,0.000500,-0.000500,0,14.908,0.336,-0.336,0,1.330,0.030,-0.030,0,750.07504,66.74397,-66.74397,0,2.36000,0.21000,-0.21000,0,Mass,0.000000,,,0,,,,,1357,15,-15,0,0,<a refstr=ALVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221001027A/abstract target=ref>Alves et al. 2022</a>,K3 V,4660.00,41.00,-41.00,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.260,0.070,-0.070,0,[Fe/H],4.63,0.34,-0.34,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h45m01.99s,311.2583112,-35d25m40.23s,-35.4278412,592.8910000,15.9950000,-15.1900000,15.5060000,0.1030000,-0.1030000,12.9510000,0.0290000,-0.0290000,15.2240000,0.0004060,-0.0004060,2022-10-18,2022-10,2022-10-18
NGTS-23 b,NGTS-23,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,4.07643260,0.00000410,-0.00000410,0,0.050400,0.012000,-0.012000,0,14.202,0.336,-0.336,0,1.267,0.030,-0.030,0,194.82881,30.82936,-30.82936,0,0.61300,0.09700,-0.09700,0,Mass,0.000000,,,0,,,,,1327,17,-16,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,F9 V,6057.00,64.00,-64.00,0,1.24,0.03,-0.03,0,1.01,0.06,-0.07,0,-0.260,0.110,-0.110,0,[Fe/H],4.04,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m43.75s,70.4322947,-40d02m40.31s,-40.0445299,1074.9500000,19.9100000,-19.2100000,14.1260000,0.1600000,-0.1600000,12.7300000,0.0360000,-0.0360000,13.9535000,0.0002700,-0.0002700,2022-11-14,2022-11,2022-11-14
NGTS-24 b,NGTS-24,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,3.46787960,0.00000700,-0.00000700,0,0.047900,0.002800,-0.003000,0,13.608,0.650,-0.695,0,1.214,0.058,-0.062,0,165.27077,38.13941,-34.96112,0,0.52000,0.12000,-0.11000,0,Mass,0.000000,,,0,,,,,1499,41,-36,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,G2 IV,5820.00,93.00,-8.00,0,1.64,0.03,-0.09,0,1.26,0.05,-0.21,0,0.270,0.180,-0.030,0,[Fe/H],4.09,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m15.33s,168.5638892,-37d54m36.48s,-37.9101328,683.0620000,11.0480000,-10.7090000,13.2140000,0.1030000,-0.1030000,11.5100000,0.0210000,-0.0210000,13.0525000,0.0003280,-0.0003280,2022-11-14,2022-11,2022-11-14
NGTS-25 b,NGTS-25,1,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,2.82309300,0.00000330,-0.00000330,0,0.038800,0.001400,-0.002000,0,11.467,0.392,-0.583,0,1.023,0.035,-0.052,0,203.09235,18.43405,-16.52708,0,0.63900,0.05800,-0.05200,0,Mass,0.000000,,,0,,,,,1101,15,-14,0,0,<a refstr=JACKSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221101044J/abstract target=ref>Jackson et al. 2022</a>,K0 V,5321.00,58.00,-58.00,0,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0,0.120,0.050,-0.050,0,[Fe/H],4.48,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h29m40.39s,307.4182976,-39d01m56.48s,-39.0323568,521.2330000,8.3670000,-8.1120010,14.3330000,0.1140000,-0.1140000,12.3240000,0.0230000,-0.0230000,14.0864000,0.0003490,-0.0003490,2023-01-04,2022-11,2023-01-04
NGTS-3 A b,NGTS-3 A,1,2,1,Transit,2018,Paranal Observatory,Published Confirmed,0,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,1.67537280,0.00000300,-0.00000300,0,0.023000,0.007000,-0.005000,0,16.589,4.147,-4.147,0,1.480,0.370,-0.370,0,756.43540,82.63580,-82.63580,0,2.38000,0.26000,-0.26000,0,Mass,,,,,,,,,,,,,0,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,G6 V,5600.00,150.00,-150.00,0,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0,0.120,0.150,-0.150,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m46.74s,94.4447595,-35d42m22.91s,-35.7063640,743.9720000,10.8920000,-10.5880000,14.6690000,0.0570000,-0.0570000,12.8140000,0.0300000,-0.0300000,14.4878000,0.0005890,-0.0005890,2018-06-06,2018-08,2018-05-31
NGTS-4 b,NGTS-4,1,1,1,Transit,2019,Paranal Observatory,Published Confirmed,0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,1.33735080,0.00000800,-0.00000800,0,0.019000,0.005000,-0.005000,0,3.180,0.260,-0.260,0,0.284,0.023,-0.023,0,20.60000,3.00000,-3.00000,0,0.06481,0.00944,-0.00944,0,Mass,0.000000,,,0,,,,,1650,400,-400,0,0,<a refstr=WEST_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.5094W/abstract target=ref>West et al. 2019</a>,,5143.00,100.00,-100.00,0,0.84,0.01,-0.01,0,0.75,0.02,-0.02,0,-0.280,0.100,-0.100,0,[M/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h58m23.73s,89.5988945,-30d48m42.48s,-30.8117992,280.5550000,1.8220000,-1.7990000,13.1380000,0.0460000,-0.0460000,11.0730000,0.0220000,-0.0220000,12.9092000,0.0002360,-0.0002360,2019-05-14,2019-07,2019-05-16
NGTS-5 b,NGTS-5,1,1,1,Transit,2019,Paranal Observatory,Published Confirmed,0,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,3.35698660,0.00000260,-0.00000260,0,0.038200,0.001300,-0.001300,0,12.733,0.258,-0.258,0,1.136,0.023,-0.023,0,72.78307,11.75971,-11.75971,0,0.22900,0.03700,-0.03700,0,Mass,0.000000,,,0,,,,,952,24,-24,0,0,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,K2 V,4987.00,41.00,-41.00,0,0.74,0.01,-0.01,0,0.66,0.07,-0.06,0,0.120,0.100,-0.100,0,[Fe/H],4.52,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h44m13.98s,221.0582692,+05d36m19.34s,5.6053735,306.7790000,2.6010000,-2.5580000,13.7890000,0.0920000,-0.0920000,11.6120000,0.0250000,-0.0250000,13.5260000,0.0003520,-0.0003520,2019-05-14,2019-05,2019-05-16
NGTS-6 b,NGTS-6,1,1,1,Transit,2019,Paranal Observatory,Published Confirmed,0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,0.88205900,0.00000080,-0.00000080,0,0.016770,0.000320,-0.000320,0,14.863,1.087,-1.255,0,1.326,0.097,-0.112,0,425.57437,8.89924,-8.89924,0,1.33900,0.02800,-0.02800,0,Mass,0.000000,,,0,,,,,1284,12,-12,0,0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,4730.00,44.00,-40.00,0,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,0.110,0.090,-0.090,0,[Fe/H],4.70,1.10,-0.70,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m10.89s,75.7953820,-30d23m58.06s,-30.3994612,308.2620000,1.4180000,-1.4070000,14.2370000,0.1260000,-0.1260000,11.6500000,0.0320000,-0.0320000,13.8175000,0.0005770,-0.0005770,2019-09-20,2019-11,2019-09-26
NGTS-8 b,NGTS-8,1,1,1,Transit,2019,Paranal Observatory,Published Confirmed,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,2.49970000,0.00001000,-0.00001000,0,0.035000,0.001000,-0.001000,0,12.218,0.336,-0.336,0,1.090,0.030,-0.030,0,295.58190,12.71320,-9.53490,0,0.93000,0.04000,-0.03000,0,Mass,0.010000,0.014000,-0.010000,0,503.00,33.00,-33.00,0,1345,19,-19,0,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,K0 V,5241.00,50.00,-50.00,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,0.240,0.090,-0.090,0,[Fe/H],4.41,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h55m54.22s,328.9759206,-14d04m06.38s,-14.0684399,428.9760000,5.6210000,-5.4810000,13.6900000,0.1030000,-0.1030000,11.6420000,0.0210000,-0.0210000,13.4954000,0.0003040,-0.0003040,2019-11-18,2020-01,2019-11-21
NGTS-9 b,NGTS-9,1,1,1,Transit,2019,Paranal Observatory,Published Confirmed,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,4.43527000,0.00002000,-0.00002000,0,0.058000,0.003000,-0.002000,0,11.994,0.673,-0.673,0,1.070,0.060,-0.060,0,921.70700,54.03110,-54.03110,0,2.90000,0.17000,-0.17000,0,Mass,0.060000,0.076000,-0.052000,0,729.00,80.00,-80.00,0,1448,36,-36,0,0,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,F8 V,6330.00,130.00,-130.00,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,0.310,0.150,-0.150,0,[Fe/H],4.37,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h27m40.95s,141.9206435,-19d20m51.53s,-19.3476477,609.1280000,15.9520000,-15.1710000,12.8680000,0.0570000,-0.0570000,11.4520000,0.0240000,-0.0240000,12.6547000,0.0002370,-0.0002370,2019-11-18,2020-01,2019-11-21
OGLE-TR-10 b,OGLE-TR-10,1,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.10127800,,,0,0.043400,0.001300,-0.001500,0,14.011,1.569,-1.345,0,1.250,0.140,-0.120,0,197.04600,44.49400,-44.49400,0,0.62000,0.14000,-0.14000,0,Mass,,,,,,,,,,,,,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,5950.00,130.00,,0,1.17,0.13,,0,1.14,0.12,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000,111.6650000,-111.6650000,16.0060000,0.1500000,-0.1500000,12.8560000,,,15.6845000,0.0008700,-0.0008700,2014-05-14,2008-04,2014-05-14
OGLE-TR-113 b,OGLE-TR-113,1,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,1.43247520,,,0,0.022890,0.000160,-0.000150,0,12.251,0.314,-0.213,0,1.093,0.028,-0.019,0,400.44900,50.85100,-50.85100,0,1.26000,0.16000,-0.16000,0,Mass,,,,,,,,,,,,,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,4790.00,75.00,,0,0.77,0.02,,0,0.78,0.02,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.4590000,11.4890000,-11.0500000,15.8485000,0.0464000,-0.0464000,,,,15.4430000,0.0007760,-0.0007760,2014-05-14,2008-04,2014-05-14
OGLE-TR-132 b,OGLE-TR-132,1,1,1,Transit,2004,OGLE,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,1.68986800,,,0,0.030350,0.000570,-0.000530,0,13.450,1.680,-1.230,0,1.200,0.150,-0.110,0,375.02000,44.49000,-41.32000,0,1.18000,0.14000,-0.13000,0,Mass,,,,,,,,,2013,77,-108,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,6210.00,75.00,-75.00,0,1.32,0.17,-0.12,0,1.30,0.07,-0.07,0,0.370,0.100,-0.100,0,[Fe/H],4.31,0.06,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.6200000,231.8200000,-231.8200000,16.5360000,1.1330000,-1.1330000,14.9900000,0.1460000,-0.1460000,16.4883000,0.0007580,-0.0007580,2014-10-29,2008-04,2014-10-29
OGLE-TR-182 b,OGLE-TR-182,1,1,1,Transit,2007,OGLE,Published Confirmed,0,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,3.97910000,0.00001000,-0.00001000,0,0.051000,0.001000,-0.001000,0,12.666,2.690,-0.897,0,1.130,0.240,-0.080,0,320.99500,47.67200,-47.67200,0,1.01000,0.15000,-0.15000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=PONT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...487..749P/abstract target=ref> Pont et al. 2008 </a>,,5924.00,64.00,,0,1.14,0.23,,0,1.14,0.05,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.7500000,399.8550000,-399.8550000,16.9195000,0.0461000,-0.0461000,14.7370000,0.1430000,-0.1430000,16.6783000,0.0007460,-0.0007460,2014-05-14,2008-08,2014-05-14
